"id","captured_at","event_date","event_time","event_type","event_year","features","latitude","longitude","region_name","source_api"
"11","2026-01-01 03:24:11.034192+00","2025-12-26","2025-12-26 19:00:00+00","Wildfires",2025,"{""id"": ""EONET_16675"", ""link"": ""https://eonet.gsfc.nasa.gov/api/v3/events/EONET_16675"", ""title"": ""Wildfire in Argentina 1026504"", ""closed"": ""2025-12-27T00:00:00Z"", ""sources"": [{""id"": ""GDACS"", ""url"": ""https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1026504""}], ""geometry"": [{""date"": ""2025-12-26T19:00:00Z"", ""type"": ""Point"", ""coordinates"": [-63.52260987674696, -38.299385040723905], ""magnitudeUnit"": ""hectare"", ""magnitudeValue"": 6474.0}], ""categories"": [{""id"": ""wildfires"", ""title"": ""Wildfires""}], ""description"": null}","-38.299385040723905","-63.52260987674696","Wildfire in Argentina 1026504","NASA_EONET"
"12","2026-01-01 03:24:11.044776+00","2025-12-26","2025-12-26 19:00:00+00","Wildfires",2025,"{""id"": ""EONET_16676"", ""link"": ""https://eonet.gsfc.nasa.gov/api/v3/events/EONET_16676"", ""title"": ""Wildfire in Argentina 1026508"", ""closed"": ""2025-12-27T00:00:00Z"", ""sources"": [{""id"": ""GDACS"", ""url"": ""https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1026508""}], ""geometry"": [{""date"": ""2025-12-26T19:00:00Z"", ""type"": ""Point"", ""coordinates"": [-66.8518354388673, -36.18706300464958], ""magnitudeUnit"": ""hectare"", ""magnitudeValue"": 8877.0}], ""categories"": [{""id"": ""wildfires"", ""title"": ""Wildfires""}], ""description"": null}","-36.18706300464958","-66.8518354388673","Wildfire in Argentina 1026508","NASA_EONET"
"13","2026-01-01 03:24:11.055675+00","2025-12-26","2025-12-26 19:00:00+00","Wildfires",2025,"{""id"": ""EONET_16723"", ""link"": ""https://eonet.gsfc.nasa.gov/api/v3/events/EONET_16723"", ""title"": ""Wildfire in Argentina 1026529"", ""closed"": ""2025-12-29T00:00:00Z"", ""sources"": [{""id"": ""GDACS"", ""url"": ""https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1026529""}], ""geometry"": [{""date"": ""2025-12-26T19:00:00Z"", ""type"": ""Point"", ""coordinates"": [-60.90317042067205, -38.93835144405181], ""magnitudeUnit"": ""hectare"", ""magnitudeValue"": 6174.0}], ""categories"": [{""id"": ""wildfires"", ""title"": ""Wildfires""}], ""description"": null}","-38.93835144405181","-60.90317042067205","Wildfire in Argentina 1026529","NASA_EONET"
"14","2026-01-01 03:24:11.065745+00","2025-12-26","2025-12-26 19:00:00+00","Wildfires",2025,"{""id"": ""EONET_16724"", ""link"": ""https://eonet.gsfc.nasa.gov/api/v3/events/EONET_16724"", ""title"": ""Wildfire in Senegal 1026525"", ""closed"": ""2025-12-29T00:00:00Z"", ""sources"": [{""id"": ""GDACS"", ""url"": ""https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1026525""}], ""geometry"": [{""date"": ""2025-12-26T19:00:00Z"", ""type"": ""Point"", ""coordinates"": [-13.345445830707423, 12.87787570161665], ""magnitudeUnit"": ""hectare"", ""magnitudeValue"": 6388.0}], ""categories"": [{""id"": ""wildfires"", ""title"": ""Wildfires""}], ""description"": null}","12.87787570161665","-13.345445830707423","Wildfire in Senegal 1026525","NASA_EONET"
"15","2026-01-01 03:24:11.075581+00","2025-12-25","2025-12-25 20:00:00+00","Floods",2025,"{""id"": ""EONET_16721"", ""link"": ""https://eonet.gsfc.nasa.gov/api/v3/events/EONET_16721"", ""title"": ""Flood in Iraq 1103680"", ""closed"": ""2025-12-27T00:00:00Z"", ""sources"": [{""id"": ""GDACS"", ""url"": ""https://www.gdacs.org/report.aspx?eventtype=FL&eventid=1103680""}], ""geometry"": [{""date"": ""2025-12-25T20:00:00Z"", ""type"": ""Point"", ""coordinates"": [44.6089201600124, 35.5197516], ""magnitudeUnit"": null, ""magnitudeValue"": null}], ""categories"": [{""id"": ""floods"", ""title"": ""Floods""}], ""description"": null}","35.5197516","44.6089201600124","Flood in Iraq 1103680","NASA_EONET"
"16","2026-01-01 03:24:11.086135+00","2025-12-25","2025-12-25 19:00:00+00","Wildfires",2025,"{""id"": ""EONET_16659"", ""link"": ""https://eonet.gsfc.nasa.gov/api/v3/events/EONET_16659"", ""title"": ""Wildfire in Argentina 1026479"", ""closed"": ""2025-12-26T00:00:00Z"", ""sources"": [{""id"": ""GDACS"", ""url"": ""https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1026479""}], ""geometry"": [{""date"": ""2025-12-25T19:00:00Z"", ""type"": ""Point"", ""coordinates"": [-63.765998503636524, -38.35027971120216], ""magnitudeUnit"": ""hectare"", ""magnitudeValue"": 5591.0}], ""categories"": [{""id"": ""wildfires"", ""title"": ""Wildfires""}], ""description"": null}","-38.35027971120216","-63.765998503636524","Wildfire in Argentina 1026479","NASA_EONET"
"17","2026-01-01 03:24:11.09661+00","2025-12-25","2025-12-25 19:00:00+00","Wildfires",2025,"{""id"": ""EONET_16677"", ""link"": ""https://eonet.gsfc.nasa.gov/api/v3/events/EONET_16677"", ""title"": ""Wildfire in Sudan 1026483"", ""closed"": ""2025-12-26T00:00:00Z"", ""sources"": [{""id"": ""GDACS"", ""url"": ""https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1026483""}], ""geometry"": [{""date"": ""2025-12-25T19:00:00Z"", ""type"": ""Point"", ""coordinates"": [32.18997168516528, 6.900868414273643], ""magnitudeUnit"": ""hectare"", ""magnitudeValue"": 7572.0}], ""categories"": [{""id"": ""wildfires"", ""title"": ""Wildfires""}], ""description"": null}","6.900868414273643","32.18997168516528","Wildfire in Sudan 1026483","NASA_EONET"
"18","2026-01-01 03:24:11.106912+00","2025-12-25","2025-12-25 19:00:00+00","Wildfires",2025,"{""id"": ""EONET_16678"", ""link"": ""https://eonet.gsfc.nasa.gov/api/v3/events/EONET_16678"", ""title"": ""Wildfire in Argentina 1026505"", ""closed"": ""2025-12-26T00:00:00Z"", ""sources"": [{""id"": ""GDACS"", ""url"": ""https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1026505""}], ""geometry"": [{""date"": ""2025-12-25T19:00:00Z"", ""type"": ""Point"", ""coordinates"": [-66.59963492937749, -36.22467099820937], ""magnitudeUnit"": ""hectare"", ""magnitudeValue"": 5251.0}], ""categories"": [{""id"": ""wildfires"", ""title"": ""Wildfires""}], ""description"": null}","-36.22467099820937","-66.59963492937749","Wildfire in Argentina 1026505","NASA_EONET"
"19","2026-01-01 03:24:11.116517+00","2025-12-25","2025-12-25 19:00:00+00","Wildfires",2025,"{""id"": ""EONET_16679"", ""link"": ""https://eonet.gsfc.nasa.gov/api/v3/events/EONET_16679"", ""title"": ""Wildfire in Argentina 1026509"", ""closed"": ""2025-12-27T00:00:00Z"", ""sources"": [{""id"": ""GDACS"", ""url"": ""https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1026509""}], ""geometry"": [{""date"": ""2025-12-25T19:00:00Z"", ""type"": ""Point"", ""coordinates"": [-63.08480279572548, -39.15306489018634], ""magnitudeUnit"": ""hectare"", ""magnitudeValue"": 6820.0}], ""categories"": [{""id"": ""wildfires"", ""title"": ""Wildfires""}], ""description"": null}","-39.15306489018634","-63.08480279572548","Wildfire in Argentina 1026509","NASA_EONET"
"20","2026-01-01 03:24:11.127298+00","2025-12-25","2025-12-25 19:00:00+00","Wildfires",2025,"{""id"": ""EONET_16680"", ""link"": ""https://eonet.gsfc.nasa.gov/api/v3/events/EONET_16680"", ""title"": ""Wildfire in Sudan 1026481"", ""closed"": ""2025-12-27T00:00:00Z"", ""sources"": [{""id"": ""GDACS"", ""url"": ""https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1026481""}], ""geometry"": [{""date"": ""2025-12-25T19:00:00Z"", ""type"": ""Point"", ""coordinates"": [31.90888560958596, 6.96814827871358], ""magnitudeUnit"": ""hectare"", ""magnitudeValue"": 7248.0}], ""categories"": [{""id"": ""wildfires"", ""title"": ""Wildfires""}], ""description"": null}","6.96814827871358","31.90888560958596","Wildfire in Sudan 1026481","NASA_EONET"
"21","2026-01-01 03:24:11.138391+00","2025-12-25","2025-12-25 19:00:00+00","Wildfires",2025,"{""id"": ""EONET_16681"", ""link"": ""https://eonet.gsfc.nasa.gov/api/v3/events/EONET_16681"", ""title"": ""Wildfire in Sudan 1026482"", ""closed"": ""2025-12-27T00:00:00Z"", ""sources"": [{""id"": ""GDACS"", ""url"": ""https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1026482""}], ""geometry"": [{""date"": ""2025-12-25T19:00:00Z"", ""type"": ""Point"", ""coordinates"": [31.072313481571243, 9.618617547446265], ""magnitudeUnit"": ""hectare"", ""magnitudeValue"": 7578.0}], ""categories"": [{""id"": ""wildfires"", ""title"": ""Wildfires""}], ""description"": null}","9.618617547446265","31.072313481571243","Wildfire in Sudan 1026482","NASA_EONET"
"22","2026-01-01 03:24:11.148472+00","2025-12-25","2025-12-25 19:00:00+00","Wildfires",2025,"{""id"": ""EONET_16725"", ""link"": ""https://eonet.gsfc.nasa.gov/api/v3/events/EONET_16725"", ""title"": ""Wildfire in Madagascar 1026522"", ""closed"": ""2025-12-28T00:00:00Z"", ""sources"": [{""id"": ""GDACS"", ""url"": ""https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1026522""}], ""geometry"": [{""date"": ""2025-12-25T19:00:00Z"", ""type"": ""Point"", ""coordinates"": [50.05997107016495, -14.776133861841325], ""magnitudeUnit"": ""hectare"", ""magnitudeValue"": 5046.0}], ""categories"": [{""id"": ""wildfires"", ""title"": ""Wildfires""}], ""description"": null}","-14.776133861841325","50.05997107016495","Wildfire in Madagascar 1026522","NASA_EONET"
"23","2026-01-01 03:24:11.158032+00","2025-12-25","2025-12-25 19:00:00+00","Wildfires",2025,"{""id"": ""EONET_16734"", ""link"": ""https://eonet.gsfc.nasa.gov/api/v3/events/EONET_16734"", ""title"": ""Wildfire in Sudan 1026530"", ""closed"": ""2025-12-29T00:00:00Z"", ""sources"": [{""id"": ""GDACS"", ""url"": ""https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1026530""}], ""geometry"": [{""date"": ""2025-12-25T19:00:00Z"", ""type"": ""Point"", ""coordinates"": [32.22347660692949, 7.343349336707773], ""magnitudeUnit"": ""hectare"", ""magnitudeValue"": 5594.0}], ""categories"": [{""id"": ""wildfires"", ""title"": ""Wildfires""}], ""description"": null}","7.343349336707773","32.22347660692949","Wildfire in Sudan 1026530","NASA_EONET"
"24","2026-01-01 03:24:11.167735+00","2025-12-25","2025-12-25 19:00:00+00","Wildfires",2025,"{""id"": ""EONET_16735"", ""link"": ""https://eonet.gsfc.nasa.gov/api/v3/events/EONET_16735"", ""title"": ""Wildfire in Ghana 1026538"", ""closed"": ""2025-12-29T00:00:00Z"", ""sources"": [{""id"": ""GDACS"", ""url"": ""https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1026538""}], ""geometry"": [{""date"": ""2025-12-25T19:00:00Z"", ""type"": ""Point"", ""coordinates"": [-1.1701049238004697, 10.207034186681284], ""magnitudeUnit"": ""hectare"", ""magnitudeValue"": 6098.0}], ""categories"": [{""id"": ""wildfires"", ""title"": ""Wildfires""}], ""description"": null}","10.207034186681284","-1.1701049238004697","Wildfire in Ghana 1026538","NASA_EONET"
"25","2026-01-01 03:24:11.177694+00","2025-12-25","2025-12-25 15:59:00+00","Wildfires",2025,"{""id"": ""EONET_16715"", ""link"": ""https://eonet.gsfc.nasa.gov/api/v3/events/EONET_16715"", ""title"": ""Mistletoe Wildfire, Randall, Texas"", ""closed"": ""2025-12-29T00:00:00Z"", ""sources"": [{""id"": ""IRWIN"", ""url"": ""https://irwin.doi.gov/observer/incidents/b9191f7e-a2b4-4b67-b878-6f968a8853a1""}], ""geometry"": [{""date"": ""2025-12-25T15:59:00Z"", ""type"": ""Point"", ""coordinates"": [-101.6951, 35.082], ""magnitudeUnit"": ""acres"", ""magnitudeValue"": 523.0}], ""categories"": [{""id"": ""wildfires"", ""title"": ""Wildfires""}], ""description"": ""7 Miles SE from Amarillo, TX""}","35.082","-101.6951","Mistletoe Wildfire, Randall, Texas","NASA_EONET"
"26","2026-01-01 03:24:11.187456+00","2025-12-24","2025-12-24 19:00:00+00","Wildfires",2025,"{""id"": ""EONET_16647"", ""link"": ""https://eonet.gsfc.nasa.gov/api/v3/events/EONET_16647"", ""title"": ""Wildfire in Australia 1026466"", ""closed"": ""2025-12-25T00:00:00Z"", ""sources"": [{""id"": ""GDACS"", ""url"": ""https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1026466""}], ""geometry"": [{""date"": ""2025-12-24T19:00:00Z"", ""type"": ""Point"", ""coordinates"": [131.83239793901527, -22.45217376559197], ""magnitudeUnit"": ""hectare"", ""magnitudeValue"": 7180.0}], ""categories"": [{""id"": ""wildfires"", ""title"": ""Wildfires""}], ""description"": null}","-22.45217376559197","131.83239793901527","Wildfire in Australia 1026466","NASA_EONET"
"27","2026-01-01 03:24:11.196876+00","2025-12-24","2025-12-24 19:00:00+00","Wildfires",2025,"{""id"": ""EONET_16648"", ""link"": ""https://eonet.gsfc.nasa.gov/api/v3/events/EONET_16648"", ""title"": ""Wildfire in Sudan 1026458"", ""closed"": ""2025-12-25T00:00:00Z"", ""sources"": [{""id"": ""GDACS"", ""url"": ""https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1026458""}], ""geometry"": [{""date"": ""2025-12-24T19:00:00Z"", ""type"": ""Point"", ""coordinates"": [29.403053211434553, 5.69616288770822], ""magnitudeUnit"": ""hectare"", ""magnitudeValue"": 5640.0}], ""categories"": [{""id"": ""wildfires"", ""title"": ""Wildfires""}], ""description"": null}","5.69616288770822","29.403053211434553","Wildfire in Sudan 1026458","NASA_EONET"
"28","2026-01-01 03:24:11.206138+00","2025-12-24","2025-12-24 19:00:00+00","Wildfires",2025,"{""id"": ""EONET_16660"", ""link"": ""https://eonet.gsfc.nasa.gov/api/v3/events/EONET_16660"", ""title"": ""Wildfire in Australia 1026478"", ""closed"": ""2025-12-26T00:00:00Z"", ""sources"": [{""id"": ""GDACS"", ""url"": ""https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1026478""}], ""geometry"": [{""date"": ""2025-12-24T19:00:00Z"", ""type"": ""Point"", ""coordinates"": [131.6959453196575, -22.426454493582025], ""magnitudeUnit"": ""hectare"", ""magnitudeValue"": 5975.0}], ""categories"": [{""id"": ""wildfires"", ""title"": ""Wildfires""}], ""description"": null}","-22.426454493582025","131.6959453196575","Wildfire in Australia 1026478","NASA_EONET"
"29","2026-01-01 03:24:11.217178+00","2025-12-24","2025-12-24 19:00:00+00","Wildfires",2025,"{""id"": ""EONET_16682"", ""link"": ""https://eonet.gsfc.nasa.gov/api/v3/events/EONET_16682"", ""title"": ""Wildfire in Nigeria 1026499"", ""closed"": ""2025-12-26T00:00:00Z"", ""sources"": [{""id"": ""GDACS"", ""url"": ""https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1026499""}], ""geometry"": [{""date"": ""2025-12-24T19:00:00Z"", ""type"": ""Point"", ""coordinates"": [5.690438250046652, 10.440364410361196], ""magnitudeUnit"": ""hectare"", ""magnitudeValue"": 6207.0}], ""categories"": [{""id"": ""wildfires"", ""title"": ""Wildfires""}], ""description"": null}","10.440364410361196","5.690438250046652","Wildfire in Nigeria 1026499","NASA_EONET"
"30","2026-01-01 03:24:11.226073+00","2025-12-24","2025-12-24 19:00:00+00","Wildfires",2025,"{""id"": ""EONET_16683"", ""link"": ""https://eonet.gsfc.nasa.gov/api/v3/events/EONET_16683"", ""title"": ""Wildfire in Sudan 1026484"", ""closed"": ""2025-12-26T00:00:00Z"", ""sources"": [{""id"": ""GDACS"", ""url"": ""https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1026484""}], ""geometry"": [{""date"": ""2025-12-24T19:00:00Z"", ""type"": ""Point"", ""coordinates"": [32.59747423611083, 6.762083131915485], ""magnitudeUnit"": ""hectare"", ""magnitudeValue"": 5284.0}], ""categories"": [{""id"": ""wildfires"", ""title"": ""Wildfires""}], ""description"": null}","6.762083131915485","32.59747423611083","Wildfire in Sudan 1026484","NASA_EONET"
"31","2026-01-01 03:24:11.235014+00","2025-12-24","2025-12-24 19:00:00+00","Wildfires",2025,"{""id"": ""EONET_16684"", ""link"": ""https://eonet.gsfc.nasa.gov/api/v3/events/EONET_16684"", ""title"": ""Wildfire in Sudan 1026485"", ""closed"": ""2025-12-26T00:00:00Z"", ""sources"": [{""id"": ""GDACS"", ""url"": ""https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1026485""}], ""geometry"": [{""date"": ""2025-12-24T19:00:00Z"", ""type"": ""Point"", ""coordinates"": [32.0991554680228, 6.189894109270163], ""magnitudeUnit"": ""hectare"", ""magnitudeValue"": 7752.0}], ""categories"": [{""id"": ""wildfires"", ""title"": ""Wildfires""}], ""description"": null}","6.189894109270163","32.0991554680228","Wildfire in Sudan 1026485","NASA_EONET"
"32","2026-01-01 03:24:11.243713+00","2025-12-24","2025-12-24 19:00:00+00","Wildfires",2025,"{""id"": ""EONET_16685"", ""link"": ""https://eonet.gsfc.nasa.gov/api/v3/events/EONET_16685"", ""title"": ""Wildfire in Sudan 1026486"", ""closed"": ""2025-12-27T00:00:00Z"", ""sources"": [{""id"": ""GDACS"", ""url"": ""https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1026486""}], ""geometry"": [{""date"": ""2025-12-24T19:00:00Z"", ""type"": ""Point"", ""coordinates"": [31.457937257309585, 9.509417706563207], ""magnitudeUnit"": ""hectare"", ""magnitudeValue"": 9791.0}], ""categories"": [{""id"": ""wildfires"", ""title"": ""Wildfires""}], ""description"": null}","9.509417706563207","31.457937257309585","Wildfire in Sudan 1026486","NASA_EONET"
"33","2026-01-01 03:24:11.253988+00","2025-12-24","2025-12-24 19:00:00+00","Wildfires",2025,"{""id"": ""EONET_16686"", ""link"": ""https://eonet.gsfc.nasa.gov/api/v3/events/EONET_16686"", ""title"": ""Wildfire in Sudan 1026506"", ""closed"": ""2025-12-27T00:00:00Z"", ""sources"": [{""id"": ""GDACS"", ""url"": ""https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1026506""}], ""geometry"": [{""date"": ""2025-12-24T19:00:00Z"", ""type"": ""Point"", ""coordinates"": [29.051757786483428, 5.466285770833775], ""magnitudeUnit"": ""hectare"", ""magnitudeValue"": 5152.0}], ""categories"": [{""id"": ""wildfires"", ""title"": ""Wildfires""}], ""description"": null}","5.466285770833775","29.051757786483428","Wildfire in Sudan 1026506","NASA_EONET"
"34","2026-01-01 03:24:11.265576+00","2025-12-24","2025-12-24 19:00:00+00","Wildfires",2025,"{""id"": ""EONET_16705"", ""link"": ""https://eonet.gsfc.nasa.gov/api/v3/events/EONET_16705"", ""title"": ""Wildfire in Central African Republic 1026512"", ""closed"": ""2025-12-28T00:00:00Z"", ""sources"": [{""id"": ""GDACS"", ""url"": ""https://www.gdacs.org/report.aspx?eventtype=WF&eventid=1026512""}], ""geometry"": [{""date"": ""2025-12-24T19:00:00Z"", ""type"": ""Point"", ""coordinates"": [23.360820993639113, 8.705912281569047], ""magnitudeUnit"": ""hectare"", ""magnitudeValue"": 8026.0}], ""categories"": [{""id"": ""wildfires"", ""title"": ""Wildfires""}], ""description"": null}","8.705912281569047","23.360820993639113","Wildfire in Central African Republic 1026512","NASA_EONET"
